AcademicYear,AggregateLevel,CountyCode,DistrictCode,SchoolCode,CountyName,DistrictName,SchoolName,CharterSchool,DASS,ReportingCategory,CohortStudents,Met UC/CSU Grad Req's (Rate),Seal of Biliteracy (Rate),Golden State Seal Merit Diploma (Rate,CHSPE Completer (Rate),Adult Ed. HS Diploma (Rate),SPED Certificate (Rate),GED Completer (Rate),Other Transfer (Rate),Still Enrolled (%),Dropout Rate (%),Graduation Rate (%),,,
2017-18,C,21,,,Marin,,,All,All,RB,64,36.0,16.0,12.0,0.0,0.0,3.1,0.0,0.0,0.078,0.109,0.781,,,
2017-18,C,21,,,Marin,,,All,All,RD,62,81.0,46.6,56.9,1.6,0.0,0.0,0.0,0.0,0,0.048,0.935,,,
2017-18,C,21,,,Marin,,,All,All,RF,21,60.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.048,0,0.952,,,
2017-18,C,21,,,Marin,,,All,All,RH,776,40.2,18.4,9.8,0.3,0.0,0.5,0.1,3.9,0.064,0.138,0.75,,,
2017-18,C,21,,,Marin,,,All,All,RI,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,21,,,Marin,,,All,All,RP,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,21,,,Marin,,,All,All,RT,48,50.0,11.4,15.9,0.0,0.0,0.0,0.0,0.0,0.042,0.042,0.917,,,
2017-18,C,21,,,Marin,,,All,All,RW,1425,72.5,26.6,31.4,1.6,0.0,0.2,0.0,0.4,0.014,0.034,0.93,,,
2017-18,C,21,,,Marin,,,All,All,SD,293,18.4,3.2,6.9,1.7,0.0,3.1,0.0,1.0,0.099,0.102,0.741,,,
2017-18,C,21,,,Marin,,,All,All,SE,262,9.7,10.4,6.0,0.0,0.0,1.1,0.0,9.2,0.115,0.271,0.511,,,
2017-18,C,21,,,Marin,,,All,All,SF,20,22.2,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.25,0.15,0.45,,,
2017-18,C,21,,,Marin,,,All,All,SH,70,43.1,19.6,7.8,0.0,0.0,1.4,0.0,5.7,0.086,0.114,0.729,,,
2017-18,C,21,,,Marin,,,All,All,SM,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,21,,,Marin,,,All,All,SS,906,40.8,15.2,10.2,0.6,0.0,0.6,0.1,3.3,0.062,0.147,0.746,,,
2017-18,C,21,,,Marin,,,All,All,TA,2539,62.8,24.6,26.0,1.1,0.0,0.4,0.0,1.5,0.032,0.068,0.871,,,
2017-18,C,22,,,Mariposa,,,All,All,GF,53,37.0,0.0,37.0,1.9,0.0,3.8,0.0,3.8,0.019,0.019,0.868,,,
2017-18,C,22,,,Mariposa,,,All,All,GM,60,13.7,0.0,11.8,1.7,0.0,5.0,0.0,1.7,0,0.067,0.85,,,
2017-18,C,22,,,Mariposa,,,All,All,RA,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,22,,,Mariposa,,,All,All,RB,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,22,,,Mariposa,,,All,All,RH,20,17.6,0.0,11.8,0.0,0.0,5.0,0.0,0.0,0.05,0.05,0.85,,,
2017-18,C,22,,,Mariposa,,,All,All,RI,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,22,,,Mariposa,,,All,All,RT,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,22,,,Mariposa,,,All,All,RW,79,30.9,0.0,30.9,2.5,0.0,5.1,0.0,3.8,0,0.025,0.861,,,
2017-18,C,22,,,Mariposa,,,All,All,SD,24,6.7,0.0,0.0,0.0,0.0,20.8,0.0,8.3,0.042,0.042,0.625,,,
2017-18,C,22,,,Mariposa,,,All,All,SE,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,22,,,Mariposa,,,All,All,SF,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,22,,,Mariposa,,,All,All,SH,16,25.0,0.0,16.7,0.0,0.0,0.0,0.0,12.5,0,0.125,0.75,,,
2017-18,C,22,,,Mariposa,,,All,All,SS,81,15.2,0.0,16.7,1.2,0.0,6.2,0.0,3.7,0.012,0.062,0.815,,,
2017-18,C,22,,,Mariposa,,,All,All,TA,113,24.7,0.0,23.7,1.8,0.0,4.4,0.0,2.7,0.009,0.044,0.858,,,
2017-18,C,23,,,Mendocino,,,All,All,GF,493,35.4,13.5,4.0,1.2,0.0,1.0,0.2,2.2,0.02,0.063,0.87,,,
2017-18,C,23,,,Mendocino,,,All,All,GM,552,22.1,5.9,2.9,0.4,0.0,2.2,0.2,4.5,0.018,0.105,0.804,,,
2017-18,C,23,,,Mendocino,,,All,All,RA,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,23,,,Mendocino,,,All,All,RB,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,23,,,Mendocino,,,All,All,RD,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,23,,,Mendocino,,,All,All,RF,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,23,,,Mendocino,,,All,All,RH,436,24.1,9.3,1.6,0.0,0.0,1.8,0.0,3.2,0.018,0.064,0.867,,,
2017-18,C,23,,,Mendocino,,,All,All,RI,70,18.0,2.0,2.0,1.4,0.0,1.4,0.0,2.9,0.057,0.171,0.714,,,
2017-18,C,23,,,Mendocino,,,All,All,RP,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,23,,,Mendocino,,,All,All,RT,29,40.9,13.6,9.1,3.4,0.0,3.4,3.4,3.4,0.034,0.069,0.759,,,
2017-18,C,23,,,Mendocino,,,All,All,RW,477,32.8,10.3,5.3,1.3,0.0,0.8,0.2,4.0,0.013,0.088,0.836,,,
2017-18,C,23,,,Mendocino,,,All,All,SD,119,8.5,0.0,1.4,0.8,0.0,14.3,0.0,6.7,0.042,0.143,0.597,,,
2017-18,C,23,,,Mendocino,,,All,All,SE,129,5.8,1.0,0.0,0.0,0.0,1.6,0.0,3.9,0.047,0.093,0.806,,,
2017-18,C,23,,,Mendocino,,,All,All,SF,24,7.1,0.0,0.0,0.0,0.0,4.2,0.0,4.2,0.125,0.208,0.583,,,
2017-18,C,23,,,Mendocino,,,All,All,SH,147,15.6,5.2,4.2,0.7,0.0,2.7,0.0,8.2,0.054,0.177,0.653,,,
2017-18,C,23,,,Mendocino,,,All,All,SM,70,24.6,13.1,1.6,0.0,0.0,0.0,0.0,4.3,0.014,0.071,0.871,,,
2017-18,C,23,,,Mendocino,,,All,All,SS,833,22.4,7.4,2.8,0.5,0.0,1.8,0.1,4.1,0.024,0.096,0.815,,,
2017-18,C,23,,,Mendocino,,,All,All,TA,1045,28.6,9.6,3.4,0.8,0.0,1.6,0.2,3.4,0.019,0.085,0.835,,,
2017-18,C,24,,,Merced,,,All,All,GF,2193,42.1,7.3,3.8,0.0,0.0,0.8,0.0,0.2,0.01,0.057,0.924,,,
2017-18,C,24,,,Merced,,,All,All,GM,2313,26.9,2.3,1.9,0.0,0.0,1.6,0.0,0.4,0.018,0.113,0.848,,,
2017-18,C,24,,,Merced,,,All,All,RA,254,63.5,5.0,1.2,0.0,0.0,1.6,0.0,0.0,0,0.035,0.949,,,
2017-18,C,24,,,Merced,,,All,All,RB,120,22.1,0.0,1.2,0.0,0.0,4.2,0.0,0.8,0.033,0.2,0.717,,,
2017-18,C,24,,,Merced,,,All,All,RD,16,18.2,18.2,0.0,0.0,0.0,0.0,0.0,6.3,0,0.25,0.688,,,
2017-18,C,24,,,Merced,,,All,All,RF,46,65.9,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0,0.043,0.957,,,
2017-18,C,24,,,Merced,,,All,All,RH,3222,30.4,5.9,2.4,0.0,0.0,1.3,0.0,0.2,0.013,0.086,0.885,,,
2017-18,C,24,,,Merced,,,All,All,RI,16,21.4,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.125,0.875,,,
2017-18,C,24,,,Merced,,,All,All,RP,21,55.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.048,0.952,,,
2017-18,C,24,,,Merced,,,All,All,RT,34,44.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,,,
2017-18,C,24,,,Merced,,,All,All,RW,777,41.0,1.6,6.0,0.0,0.0,0.6,0.0,0.8,0.019,0.085,0.882,,,
2017-18,C,24,,,Merced,,,All,All,SD,578,5.7,0.0,0.3,0.2,0.0,9.7,0.0,0.3,0.036,0.197,0.664,,,
2017-18,C,24,,,Merced,,,All,All,SE,820,12.0,3.3,0.9,0.0,0.0,2.7,0.0,0.4,0.016,0.112,0.841,,,
2017-18,C,24,,,Merced,,,All,All,SF,78,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103,0.295,0.603,,,
2017-18,C,24,,,Merced,,,All,All,SH,375,18.1,5.2,0.7,0.0,0.0,1.6,0.0,0.5,0.045,0.165,0.768,,,
2017-18,C,24,,,Merced,,,All,All,SM,165,22.1,11.4,2.0,0.0,0.0,0.0,0.0,0.0,0.006,0.091,0.903,,,
2017-18,C,24,,,Merced,,,All,All,SS,3850,30.6,5.3,2.3,0.0,0.0,1.5,0.0,0.4,0.016,0.096,0.87,,,
2017-18,C,24,,,Merced,,,All,All,TA,4506,34.6,4.8,2.9,0.0,0.0,1.2,0.0,0.3,0.014,0.086,0.885,,,
2017-18,C,25,,,Modoc,,,All,All,GF,52,51.1,2.1,8.5,0.0,0.0,0.0,0.0,0.0,0,0.096,0.904,,,
2017-18,C,25,,,Modoc,,,All,All,GM,54,18.2,0.0,2.3,0.0,0.0,1.9,0.0,0.0,0,0.167,0.815,,,
2017-18,C,25,,,Modoc,,,All,All,RA,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,25,,,Modoc,,,All,All,RB,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,25,,,Modoc,,,All,All,RD,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,25,,,Modoc,,,All,All,RH,34,45.2,3.2,6.5,0.0,0.0,2.9,0.0,0.0,0,0.059,0.912,,,
2017-18,C,25,,,Modoc,,,All,All,RI,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,25,,,Modoc,,,All,All,RT,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,25,,,Modoc,,,All,All,RW,62,32.1,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0,0.145,0.855,,,
2017-18,C,25,,,Modoc,,,All,All,SD,12,33.3,0.0,16.7,0.0,0.0,8.3,0.0,0.0,0,0.417,0.5,,,
2017-18,C,25,,,Modoc,,,All,All,SE,25,60.9,4.3,8.7,0.0,0.0,4.0,0.0,0.0,0,0.04,0.92,,,
2017-18,C,25,,,Modoc,,,All,All,SF,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,25,,,Modoc,,,All,All,SH,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,25,,,Modoc,,,All,All,SS,72,33.3,1.8,3.5,0.0,0.0,1.4,0.0,0.0,0,0.194,0.792,,,
2017-18,C,25,,,Modoc,,,All,All,TA,106,35.2,1.1,5.5,0.0,0.0,0.9,0.0,0.0,0,0.132,0.858,,,
2017-18,C,26,,,Mono,,,All,All,GF,120,42.9,30.6,34.7,0.0,0.0,0.8,0.0,0.0,0.358,0.225,0.408,,,
2017-18,C,26,,,Mono,,,All,All,GM,172,33.3,14.0,28.1,0.0,0.0,0.0,0.0,0.0,0.36,0.308,0.331,,,
2017-18,C,26,,,Mono,,,All,All,RA,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,26,,,Mono,,,All,All,RB,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.409,0.591,0,,,
2017-18,C,26,,,Mono,,,All,All,RF,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,26,,,Mono,,,All,All,RH,97,20.8,29.2,18.8,0.0,0.0,1.0,0.0,0.0,0.309,0.186,0.495,,,
2017-18,C,26,,,Mono,,,All,All,RI,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,26,,,Mono,,,All,All,RP,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,26,,,Mono,,,All,All,RT,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,26,,,Mono,,,All,All,RW,158,54.9,17.6,43.1,0.0,0.0,0.0,0.0,0.0,0.399,0.278,0.323,,,
2017-18,C,26,,,Mono,,,All,All,SD,28,0.0,0.0,5.6,0.0,0.0,3.6,0.0,0.0,0.214,0.107,0.643,,,
2017-18,C,26,,,Mono,,,All,All,SE,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693,0.205,0.102,,,
2017-18,C,26,,,Mono,,,All,All,SF,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,26,,,Mono,,,All,All,SH,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.545,0.455,0,,,
2017-18,C,26,,,Mono,,,All,All,SM,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,26,,,Mono,,,All,All,SS,250,28.8,21.2,21.2,0.0,0.0,0.4,0.0,0.0,0.416,0.316,0.264,,,
2017-18,C,26,,,Mono,,,All,All,TA,292,37.7,21.7,31.1,0.0,0.0,0.3,0.0,0.0,0.36,0.274,0.363,,,
2017-18,C,27,,,Monterey,,,All,All,GF,2676,50.7,14.7,20.4,0.3,0.0,0.6,0.6,1.2,0.034,0.068,0.872,,,
2017-18,C,27,,,Monterey,,,All,All,GM,2751,38.0,8.3,14.8,0.1,0.0,1.2,1.1,1.0,0.033,0.111,0.823,,,
2017-18,C,27,,,Monterey,,,All,All,RA,126,76.7,11.2,40.5,0.0,0.0,1.6,0.0,2.4,0,0.04,0.921,,,
2017-18,C,27,,,Monterey,,,All,All,RB,102,44.4,1.4,9.7,0.0,0.0,2.9,1.0,2.9,0.01,0.216,0.706,,,
2017-18,C,27,,,Monterey,,,All,All,RD,16,50.0,16.7,25.0,0.0,0.0,6.3,6.3,0.0,0,0.125,0.75,,,
2017-18,C,27,,,Monterey,,,All,All,RF,127,70.8,8.3,35.0,0.0,0.0,0.0,0.0,0.0,0.031,0.024,0.945,,,
2017-18,C,27,,,Monterey,,,All,All,RH,4046,38.8,11.7,12.9,0.0,0.0,0.7,1.0,1.0,0.037,0.083,0.852,,,
2017-18,C,27,,,Monterey,,,All,All,RI,14,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.214,0.714,,,
2017-18,C,27,,,Monterey,,,All,All,RP,34,72.4,10.3,24.1,0.0,0.0,0.0,2.9,2.9,0,0.088,0.853,,,
2017-18,C,27,,,Monterey,,,All,All,RT,123,66.0,17.0,34.9,0.8,0.0,1.6,0.0,2.4,0.008,0.081,0.862,,,
2017-18,C,27,,,Monterey,,,All,All,RW,839,58.6,11.9,32.7,1.0,0.0,1.3,0.2,0.7,0.032,0.122,0.814,,,
2017-18,C,27,,,Monterey,,,All,All,SD,543,12.9,0.5,2.1,0.2,0.0,8.7,0.2,1.3,0.074,0.136,0.687,,,
2017-18,C,27,,,Monterey,,,All,All,SE,1267,17.2,3.0,4.4,0.0,0.0,1.7,0.9,2.2,0.065,0.149,0.739,,,
2017-18,C,27,,,Monterey,,,All,All,SF,55,8.0,0.0,8.0,0.0,0.0,0.0,3.6,7.3,0.145,0.291,0.455,,,
2017-18,C,27,,,Monterey,,,All,All,SH,357,30.0,5.7,9.3,0.0,0.0,1.1,1.4,3.4,0.087,0.162,0.692,,,
2017-18,C,27,,,Monterey,,,All,All,SM,342,27.8,12.3,9.4,0.0,0.0,0.3,0.6,1.8,0.058,0.105,0.81,,,
2017-18,C,27,,,Monterey,,,All,All,SS,4353,39.0,10.6,12.9,0.0,0.0,0.9,1.1,1.2,0.038,0.092,0.839,,,
2017-18,C,27,,,Monterey,,,All,All,TA,5427,44.4,11.5,17.6,0.2,0.0,0.9,0.8,1.1,0.034,0.089,0.847,,,
2017-18,C,28,,,Napa,,,All,All,GF,820,56.6,22.9,30.1,0.5,0.0,1.1,0.0,1.0,0.002,0.073,0.899,,,
2017-18,C,28,,,Napa,,,All,All,GM,866,44.3,15.0,22.8,0.3,0.0,1.0,0.0,2.3,0.008,0.113,0.842,,,
2017-18,C,28,,,Napa,,,All,All,RA,39,72.2,25.0,66.7,0.0,0.0,0.0,0.0,2.6,0,0.051,0.923,,,
2017-18,C,28,,,Napa,,,All,All,RB,49,45.5,11.4,13.6,0.0,0.0,2.0,0.0,0.0,0,0.082,0.898,,,
2017-18,C,28,,,Napa,,,All,All,RD,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,28,,,Napa,,,All,All,RF,124,76.1,32.5,48.7,0.0,0.0,0.0,0.0,0.8,0,0.048,0.944,,,
2017-18,C,28,,,Napa,,,All,All,RH,879,38.1,21.9,14.2,0.1,0.0,1.0,0.0,1.5,0.008,0.118,0.848,,,
2017-18,C,28,,,Napa,,,All,All,RI,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,28,,,Napa,,,All,All,RP,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,28,,,Napa,,,All,All,RT,54,66.0,19.1,36.2,3.7,0.0,1.9,0.0,0.0,0,0.074,0.87,,,
2017-18,C,28,,,Napa,,,All,All,RW,516,61.0,11.9,37.9,0.8,0.0,1.2,0.0,2.5,0.004,0.072,0.88,,,
2017-18,C,28,,,Napa,,,All,All,SD,170,11.8,0.8,4.2,0.6,0.0,10.6,0.0,1.8,0.018,0.153,0.7,,,
2017-18,C,28,,,Napa,,,All,All,SE,178,3.9,2.4,4.7,0.0,0.0,3.9,0.0,2.2,0.011,0.213,0.713,,,
2017-18,C,28,,,Napa,,,All,All,SF,15,25.0,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0,0.2,0.8,,,
2017-18,C,28,,,Napa,,,All,All,SH,68,16.4,7.3,3.6,0.0,0.0,1.5,0.0,1.5,0,0.162,0.809,,,
2017-18,C,28,,,Napa,,,All,All,SM,99,31.3,17.5,12.5,0.0,0.0,0.0,0.0,1.0,0.01,0.172,0.808,,,
2017-18,C,28,,,Napa,,,All,All,SS,967,37.1,19.7,16.2,0.3,0.0,1.3,0.0,1.8,0.008,0.121,0.837,,,
2017-18,C,28,,,Napa,,,All,All,TA,1686,50.5,19.0,26.5,0.4,0.0,1.1,0.0,1.7,0.005,0.094,0.87,,,
2017-18,C,29,,,Nevada,,,All,All,GF,792,32.4,8.6,21.6,1.0,0.0,0.0,0.0,0.4,0.061,0.412,0.514,,,
2017-18,C,29,,,Nevada,,,All,All,GM,871,24.3,0.9,15.1,0.1,0.0,0.2,0.1,1.5,0.11,0.383,0.487,,,
2017-18,C,29,,,Nevada,,,All,All,RA,22,50.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.182,0.364,0.455,,,
2017-18,C,29,,,Nevada,,,All,All,RB,93,7.1,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.29,0.548,0.151,,,
2017-18,C,29,,,Nevada,,,All,All,RD,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,29,,,Nevada,,,All,All,RF,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,29,,,Nevada,,,All,All,RH,725,11.4,6.6,6.6,0.1,0.0,0.0,0.0,0.4,0.117,0.648,0.229,,,
2017-18,C,29,,,Nevada,,,All,All,RI,20,45.5,9.1,18.2,0.0,0.0,0.0,0.0,0.0,0.1,0.35,0.55,,,
2017-18,C,29,,,Nevada,,,All,All,RP,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,29,,,Nevada,,,All,All,RT,55,21.4,0.0,17.9,0.0,0.0,0.0,0.0,0.0,0.091,0.4,0.509,,,
2017-18,C,29,,,Nevada,,,All,All,RW,739,32.9,4.3,21.4,1.1,0.0,0.3,0.1,1.6,0.024,0.134,0.811,,,
2017-18,C,29,,,Nevada,,,All,All,SD,203,6.5,0.0,2.2,1.0,0.0,1.0,0.0,2.0,0.172,0.33,0.458,,,
2017-18,C,29,,,Nevada,,,All,All,SE,368,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.712,0.158,,,
2017-18,C,29,,,Nevada,,,All,All,SF,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,0.237,0.421,0.289,,,
2017-18,C,29,,,Nevada,,,All,All,SH,160,10.3,1.7,6.9,0.0,0.0,0.0,0.0,3.8,0.194,0.406,0.363,,,
2017-18,C,29,,,Nevada,,,All,All,SM,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,29,,,Nevada,,,All,All,SS,1300,15.7,3.3,10.3,0.5,0.0,0.1,0.0,0.9,0.109,0.478,0.397,,,
2017-18,C,29,,,Nevada,,,All,All,TA,1663,28.3,4.7,18.3,0.5,0.0,0.1,0.1,1.0,0.087,0.397,0.5,,,
2017-18,C,30,,,Orange,,,All,All,GF,20419,60.4,27.3,35.9,0.6,0.0,0.7,0.0,0.8,0.023,0.042,0.914,,,
2017-18,C,30,,,Orange,,,All,All,GM,21368,48.9,16.0,28.2,0.5,0.1,1.2,0.0,1.5,0.033,0.064,0.87,,,
2017-18,C,30,,,Orange,,,All,All,RA,7048,77.9,35.2,54.2,0.7,0.0,0.5,0.0,0.5,0.011,0.023,0.949,,,
2017-18,C,30,,,Orange,,,All,All,RB,688,40.2,7.2,14.9,0.1,0.0,0.9,0.0,1.5,0.044,0.103,0.828,,,
2017-18,C,30,,,Orange,,,All,All,RD,203,42.9,20.1,26.6,1.0,0.0,0.0,0.5,2.5,0.044,0.158,0.759,,,
2017-18,C,30,,,Orange,,,All,All,RF,950,68.3,18.6,39.8,0.2,0.0,1.3,0.0,0.7,0.015,0.023,0.94,,,
2017-18,C,30,,,Orange,,,All,All,RH,19081,40.5,20.1,19.9,0.2,0.1,1.1,0.0,1.7,0.044,0.073,0.853,,,
2017-18,C,30,,,Orange,,,All,All,RI,145,46.3,19.5,23.6,0.0,0.0,0.0,0.0,0.0,0.055,0.097,0.848,,,
2017-18,C,30,,,Orange,,,All,All,RP,164,50.8,12.9,19.7,0.6,0.0,1.2,0.0,2.4,0.043,0.11,0.805,,,
2017-18,C,30,,,Orange,,,All,All,RT,1062,62.5,16.8,36.6,1.4,0.0,1.0,0.1,1.1,0.021,0.061,0.881,,,
2017-18,C,30,,,Orange,,,All,All,RW,12446,60.5,17.5,36.5,1.0,0.1,1.0,0.0,0.8,0.013,0.035,0.924,,,
2017-18,C,30,,,Orange,,,All,All,SD,4147,13.4,2.0,6.8,0.3,0.0,9.3,0.0,1.1,0.082,0.113,0.697,,,
2017-18,C,30,,,Orange,,,All,All,SE,6665,23.0,8.6,10.3,0.2,0.1,2.1,0.0,2.6,0.073,0.119,0.759,,,
2017-18,C,30,,,Orange,,,All,All,SF,312,19.8,6.4,9.6,0.3,0.0,0.3,0.3,0.6,0.115,0.269,0.599,,,
2017-18,C,30,,,Orange,,,All,All,SH,3536,31.1,15.0,17.6,0.1,0.0,1.2,0.0,3.0,0.079,0.123,0.754,,,
2017-18,C,30,,,Orange,,,All,All,SM,86,23.4,14.1,20.3,0.0,0.0,1.2,0.0,2.3,0.07,0.151,0.744,,,
2017-18,C,30,,,Orange,,,All,All,SS,23630,43.2,19.7,22.9,0.3,0.1,1.0,0.0,1.7,0.044,0.076,0.848,,,
2017-18,C,30,,,Orange,,,All,All,TA,41787,54.6,21.7,32.0,0.5,0.1,0.9,0.0,1.2,0.028,0.053,0.892,,,
2017-18,C,31,,,Placer,,,All,All,GF,2843,65.9,10.2,23.2,0.2,0.0,0.6,0.0,0.1,0.011,0.053,0.926,,,
2017-18,C,31,,,Placer,,,All,All,GM,3005,56.5,4.4,16.1,0.3,0.0,1.3,0.0,0.4,0.023,0.073,0.884,,,
2017-18,C,31,,,Placer,,,All,All,RA,323,85.3,4.9,22.1,0.0,0.0,0.9,0.0,0.3,0.006,0.031,0.95,,,
2017-18,C,31,,,Placer,,,All,All,RB,143,58.3,1.6,5.5,0.0,0.0,2.1,0.0,0.0,0,0.091,0.888,,,
2017-18,C,31,,,Placer,,,All,All,RD,38,40.0,4.0,8.0,0.0,0.0,2.6,0.0,0.0,0.053,0.263,0.658,,,
2017-18,C,31,,,Placer,,,All,All,RF,174,77.4,4.2,20.8,0.0,0.0,0.6,0.0,0.6,0,0.023,0.966,,,
2017-18,C,31,,,Placer,,,All,All,RH,1059,48.3,8.9,11.2,0.1,0.0,1.0,0.0,0.3,0.026,0.099,0.86,,,
2017-18,C,31,,,Placer,,,All,All,RI,38,38.2,2.9,11.8,0.0,0.0,2.6,0.0,0.0,0.026,0.053,0.895,,,
2017-18,C,31,,,Placer,,,All,All,RP,31,48.1,0.0,11.1,0.0,0.0,3.2,0.0,0.0,0,0.097,0.871,,,
2017-18,C,31,,,Placer,,,All,All,RT,327,63.6,8.8,19.5,0.3,0.0,1.5,0.0,0.0,0.024,0.049,0.908,,,
2017-18,C,31,,,Placer,,,All,All,RW,3715,62.0,7.4,22.4,0.4,0.0,0.8,0.0,0.3,0.016,0.056,0.914,,,
2017-18,C,31,,,Placer,,,All,All,SD,584,17.4,1.7,3.7,0.3,0.0,9.2,0.0,0.5,0.062,0.14,0.697,,,
2017-18,C,31,,,Placer,,,All,All,SE,309,33.8,1.8,3.6,0.0,0.0,3.6,0.0,0.6,0.036,0.194,0.728,,,
2017-18,C,31,,,Placer,,,All,All,SF,65,13.0,2.2,2.2,1.5,0.0,0.0,0.0,0.0,0.138,0.138,0.708,,,
2017-18,C,31,,,Placer,,,All,All,SH,389,37.0,0.3,2.8,0.5,0.0,1.0,0.0,1.3,0.044,0.185,0.743,,,
2017-18,C,31,,,Placer,,,All,All,SM,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,31,,,Placer,,,All,All,SS,2322,44.3,4.8,11.1,0.4,0.0,1.5,0.0,0.5,0.028,0.104,0.844,,,
2017-18,C,31,,,Placer,,,All,All,TA,5848,61.2,7.3,19.7,0.3,0.0,0.9,0.0,0.3,0.017,0.063,0.905,,,
2017-18,C,32,,,Plumas,,,All,All,GF,79,25.4,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.025,0.114,0.848,,,
2017-18,C,32,,,Plumas,,,All,All,GM,87,28.4,0.0,0.0,2.3,0.0,2.3,0.0,1.1,0.011,0.161,0.77,,,
2017-18,C,32,,,Plumas,,,All,All,RA,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,32,,,Plumas,,,All,All,RB,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,32,,,Plumas,,,All,All,RF,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,32,,,Plumas,,,All,All,RH,25,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.16,0.84,,,
2017-18,C,32,,,Plumas,,,All,All,RI,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,32,,,Plumas,,,All,All,RT,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,32,,,Plumas,,,All,All,RW,118,27.7,0.0,0.0,1.7,0.0,0.8,0.0,0.8,0.025,0.144,0.797,,,
2017-18,C,32,,,Plumas,,,All,All,SD,19,10.0,0.0,0.0,0.0,0.0,10.5,0.0,5.3,0.053,0.263,0.526,,,
2017-18,C,32,,,Plumas,,,All,All,SE,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,32,,,Plumas,,,All,All,SF,0,0,0,0,0,0,0,0,0,0,0,0,,,
2017-18,C,32,,,Plumas,,,All,All,SH,15,18.2,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0,0.2,0.733,,,
