AcademicYear,AggregateLevel,CountyCode,DistrictCode,SchoolCode,CountyName,DistrictName,SchoolName,CharterSchool,DASS,ReportingCategory,CohortStudents,Met UC/CSU Grad Req's (Rate),Seal of Biliteracy (Rate),Golden State Seal Merit Diploma (Rate,CHSPE Completer (Rate),Adult Ed. HS Diploma (Rate),SPED Certificate (Rate),GED Completer (Rate),Other Transfer (Rate),Still Enrolled (%),Dropout Rate (%),Graduation Rate (%),,,
2021-22,C,23,,,Mendocino,,,All,All,RI,78,11.9,0.0,3.4,0.0,1.3,3.8,0.0,3.8,0.013,0.141,0.756,,,
2021-22,C,23,,,Mendocino,,,All,All,RP,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-22,C,23,,,Mendocino,,,All,All,RT,39,32.3,12.9,12.9,0.0,0.0,0.0,0.0,2.6,0,0.179,0.795,,,
2021-22,C,23,,,Mendocino,,,All,All,RW,415,37.0,10.3,8.4,0.2,0.0,1.0,0.0,2.9,0.017,0.077,0.865,,,
2021-22,C,23,,,Mendocino,,,All,All,SD,155,7.3,0.0,6.4,0.0,0.6,10.3,0.0,1.9,0.039,0.123,0.71,,,
2021-22,C,23,,,Mendocino,,,All,All,SE,160,16.8,0.0,0.8,0.0,0.0,5.0,0.0,4.4,0.019,0.144,0.744,,,
2021-22,C,23,,,Mendocino,,,All,All,SF,31,5.6,0.0,5.6,0.0,0.0,6.5,0.0,6.5,0,0.29,0.581,,,
2021-22,C,23,,,Mendocino,,,All,All,SH,99,10.8,4.1,1.4,0.0,0.0,0.0,0.0,3.0,0.03,0.192,0.747,,,
2021-22,C,23,,,Mendocino,,,All,All,SM,72,30.6,9.7,3.2,0.0,0.0,1.4,0.0,4.2,0.028,0.056,0.861,,,
2021-22,C,23,,,Mendocino,,,All,All,SS,837,28.5,8.4,5.5,0.0,0.2,1.7,0.0,2.9,0.016,0.108,0.829,,,
2021-22,C,23,,,Mendocino,,,All,All,TA,1030,33.3,10.1,7.1,0.1,0.2,1.6,0.0,2.5,0.015,0.102,0.84,,,
2021-22,C,24,,,Merced,,,All,All,GF,2256,42.0,8.2,11.4,0.1,0.0,1.3,0.0,0.4,0.009,0.042,0.932,,,
2021-22,C,24,,,Merced,,,All,All,GM,2369,26.3,2.4,6.7,0.1,0.0,1.6,0.0,0.4,0.014,0.064,0.9,,,
2021-22,C,24,,,Merced,,,All,All,GX,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-22,C,24,,,Merced,,,All,All,RA,262,54.5,2.5,6.6,0.8,0.0,1.9,0.0,0.4,0.008,0.031,0.931,,,
2021-22,C,24,,,Merced,,,All,All,RB,153,25.2,0.7,3.6,0.0,0.0,2.0,0.0,1.3,0.026,0.033,0.908,,,
2021-22,C,24,,,Merced,,,All,All,RD,16,35.7,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.125,0.875,,,
2021-22,C,24,,,Merced,,,All,All,RF,31,62.1,0.0,20.7,0.0,0.0,3.2,0.0,0.0,0,0.032,0.935,,,
2021-22,C,24,,,Merced,,,All,All,RH,3420,31.3,6.2,9.6,0.0,0.0,1.5,0.0,0.4,0.011,0.056,0.915,,,
2021-22,C,24,,,Merced,,,All,All,RI,18,37.5,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.056,0.056,0.889,,,
2021-22,C,24,,,Merced,,,All,All,RP,15,33.3,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0,0,1,,,
2021-22,C,24,,,Merced,,,All,All,RT,19,38.9,5.6,11.1,0.0,0.0,0.0,0.0,0.0,0.053,0,0.947,,,
2021-22,C,24,,,Merced,,,All,All,RW,698,40.5,3.3,7.9,0.3,0.0,1.3,0.0,0.4,0.013,0.057,0.91,,,
2021-22,C,24,,,Merced,,,All,All,SD,625,8.1,0.6,3.4,0.0,0.0,10.9,0.0,0.3,0.022,0.077,0.789,,,
2021-22,C,24,,,Merced,,,All,All,SE,646,8.0,2.6,4.0,0.0,0.0,2.9,0.0,0.6,0.033,0.082,0.85,,,
2021-22,C,24,,,Merced,,,All,All,SF,54,6.3,0.0,3.1,0.0,0.0,1.9,0.0,0.0,0.037,0.352,0.593,,,
2021-22,C,24,,,Merced,,,All,All,SH,365,14.1,0.7,2.4,0.0,0.0,1.4,0.0,0.8,0.044,0.137,0.797,,,
2021-22,C,24,,,Merced,,,All,All,SM,187,20.9,7.0,7.6,0.0,0.0,0.5,0.0,0.5,0.059,0.086,0.845,,,
2021-22,C,24,,,Merced,,,All,All,SS,3966,29.7,5.3,9.0,0.1,0.0,1.6,0.0,0.4,0.013,0.059,0.906,,,
2021-22,C,24,,,Merced,,,All,All,TA,4632,34.1,5.3,9.0,0.1,0.0,1.5,0.0,0.4,0.012,0.053,0.915,,,
2021-22,C,25,,,Modoc,,,All,All,GF,45,42.5,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.022,0.067,0.889,,,
2021-22,C,25,,,Modoc,,,All,All,GM,62,29.1,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.016,0.081,0.887,,,
2021-22,C,25,,,Modoc,,,All,All,RA,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-22,C,25,,,Modoc,,,All,All,RB,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-22,C,25,,,Modoc,,,All,All,RD,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-22,C,25,,,Modoc,,,All,All,RF,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-22,C,25,,,Modoc,,,All,All,RH,43,47.5,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0,0.047,0.93,,,
2021-22,C,25,,,Modoc,,,All,All,RI,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-22,C,25,,,Modoc,,,All,All,RP,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-22,C,25,,,Modoc,,,All,All,RT,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-22,C,25,,,Modoc,,,All,All,RW,52,27.3,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.038,0.096,0.846,,,
2021-22,C,25,,,Modoc,,,All,All,SD,18,7.7,0.0,0.0,0.0,0.0,0.0,0.0,5.6,0.111,0.111,0.722,,,
2021-22,C,25,,,Modoc,,,All,All,SE,13,41.7,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0,0,0.923,,,
2021-22,C,25,,,Modoc,,,All,All,SF,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-22,C,25,,,Modoc,,,All,All,SH,11,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.182,0.818,,,
2021-22,C,25,,,Modoc,,,All,All,SS,86,28.9,0.0,0.0,1.2,0.0,0.0,0.0,1.2,0.012,0.081,0.884,,,
2021-22,C,25,,,Modoc,,,All,All,TA,107,34.7,0.0,0.0,0.9,0.0,0.0,0.0,0.9,0.019,0.075,0.888,,,
2021-22,C,26,,,Mono,,,All,All,GF,106,62.9,29.0,35.5,0.0,0.0,0.0,1.9,0.0,0.217,0.179,0.585,,,
2021-22,C,26,,,Mono,,,All,All,GM,151,34.9,12.7,25.4,0.7,0.0,0.0,0.0,0.0,0.285,0.291,0.417,,,
2021-22,C,26,,,Mono,,,All,All,RA,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-22,C,26,,,Mono,,,All,All,RB,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-22,C,26,,,Mono,,,All,All,RD,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.508,0.492,0,,,
2021-22,C,26,,,Mono,,,All,All,RF,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-22,C,26,,,Mono,,,All,All,RH,107,38.5,24.6,24.6,0.0,0.0,0.0,0.9,0.0,0.187,0.196,0.607,,,
2021-22,C,26,,,Mono,,,All,All,RI,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-22,C,26,,,Mono,,,All,All,RP,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-22,C,26,,,Mono,,,All,All,RT,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-22,C,26,,,Mono,,,All,All,RW,76,62.3,18.9,41.5,1.3,0.0,0.0,1.3,0.0,0.158,0.118,0.697,,,
2021-22,C,26,,,Mono,,,All,All,SD,20,20.0,13.3,13.3,0.0,0.0,0.0,10.0,0.0,0.1,0.05,0.75,,,
2021-22,C,26,,,Mono,,,All,All,SE,63,33.3,11.1,11.1,0.0,0.0,0.0,0.0,0.0,0.651,0.206,0.143,,,
2021-22,C,26,,,Mono,,,All,All,SF,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-22,C,26,,,Mono,,,All,All,SH,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.583,0.167,,,
2021-22,C,26,,,Mono,,,All,All,SS,139,31.8,18.2,18.2,0.0,0.0,0.0,1.4,0.0,0.266,0.245,0.475,,,
2021-22,C,26,,,Mono,,,All,All,TA,257,48.8,20.8,30.4,0.4,0.0,0.0,0.8,0.0,0.257,0.245,0.486,,,
2021-22,C,27,,,Monterey,,,All,All,GF,2845,52.7,14.8,26.1,0.0,0.0,0.8,0.3,0.4,0.022,0.058,0.904,,,
2021-22,C,27,,,Monterey,,,All,All,GM,2891,40.6,6.7,17.0,0.0,0.0,1.3,0.7,0.7,0.032,0.075,0.866,,,
2021-22,C,27,,,Monterey,,,All,All,GX,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-22,C,27,,,Monterey,,,All,All,RA,97,81.1,11.6,47.4,0.0,0.0,1.0,0.0,0.0,0,0.01,0.979,,,
2021-22,C,27,,,Monterey,,,All,All,RB,82,56.0,1.3,26.7,0.0,0.0,3.7,0.0,0.0,0.012,0.037,0.915,,,
2021-22,C,27,,,Monterey,,,All,All,RD,17,46.7,0.0,26.7,0.0,0.0,0.0,0.0,0.0,0,0.118,0.882,,,
2021-22,C,27,,,Monterey,,,All,All,RF,135,69.8,11.6,48.8,0.0,0.0,1.5,0.0,0.0,0.015,0.015,0.956,,,
2021-22,C,27,,,Monterey,,,All,All,RH,4618,42.2,12.0,18.8,0.0,0.0,1.0,0.5,0.7,0.033,0.071,0.874,,,
2021-22,C,27,,,Monterey,,,All,All,RI,29,53.6,0.0,28.6,0.0,0.0,0.0,0.0,0.0,0,0.034,0.966,,,
2021-22,C,27,,,Monterey,,,All,All,RP,33,64.5,12.9,32.3,0.0,0.0,0.0,0.0,0.0,0,0.061,0.939,,,
2021-22,C,27,,,Monterey,,,All,All,RT,86,65.0,2.5,30.0,0.0,0.0,0.0,0.0,0.0,0,0.07,0.93,,,
2021-22,C,27,,,Monterey,,,All,All,RW,640,61.8,5.3,27.9,0.2,0.0,1.6,0.3,0.2,0.003,0.058,0.917,,,
2021-22,C,27,,,Monterey,,,All,All,SD,634,18.8,0.4,5.8,0.0,0.0,9.6,0.5,1.1,0.047,0.109,0.732,,,
2021-22,C,27,,,Monterey,,,All,All,SE,948,22.5,3.3,7.0,0.0,0.1,3.4,0.2,2.1,0.074,0.188,0.68,,,
2021-22,C,27,,,Monterey,,,All,All,SF,43,21.9,3.1,6.3,0.0,0.0,2.3,0.0,0.0,0.023,0.209,0.744,,,
2021-22,C,27,,,Monterey,,,All,All,SH,609,31.8,3.3,10.2,0.0,0.0,0.8,0.2,0.8,0.039,0.136,0.806,,,
2021-22,C,27,,,Monterey,,,All,All,SM,276,34.3,12.2,12.7,0.0,0.0,0.7,0.7,1.1,0.058,0.145,0.772,,,
2021-22,C,27,,,Monterey,,,All,All,SS,4766,41.2,11.1,18.3,0.0,0.0,1.1,0.6,0.6,0.031,0.072,0.874,,,
2021-22,C,27,,,Monterey,,,All,All,TA,5737,46.7,10.8,21.6,0.0,0.0,1.1,0.5,0.6,0.027,0.066,0.885,,,
2021-22,C,28,,,Napa,,,All,All,GF,819,56.7,26.6,34.5,0.2,0.0,0.9,0.0,0.7,0.007,0.031,0.944,,,
2021-22,C,28,,,Napa,,,All,All,GM,891,41.8,14.1,23.2,0.1,0.0,1.5,0.0,2.1,0.015,0.038,0.91,,,
2021-22,C,28,,,Napa,,,All,All,GX,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-22,C,28,,,Napa,,,All,All,RA,41,75.0,42.5,65.0,0.0,0.0,0.0,0.0,0.0,0,0.024,0.976,,,
2021-22,C,28,,,Napa,,,All,All,RB,50,37.8,6.7,22.2,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.9,,,
2021-22,C,28,,,Napa,,,All,All,RD,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-22,C,28,,,Napa,,,All,All,RF,131,69.2,28.5,50.8,0.0,0.0,0.0,0.0,0.0,0,0.008,0.992,,,
2021-22,C,28,,,Napa,,,All,All,RH,910,36.9,18.7,18.4,0.0,0.0,1.6,0.0,2.0,0.014,0.041,0.909,,,
2021-22,C,28,,,Napa,,,All,All,RI,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-22,C,28,,,Napa,,,All,All,RP,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-22,C,28,,,Napa,,,All,All,RT,78,59.2,12.7,33.8,1.3,0.0,0.0,0.0,1.3,0.013,0.051,0.91,,,
2021-22,C,28,,,Napa,,,All,All,RW,494,62.9,21.0,37.8,0.4,0.0,1.0,0.0,1.2,0.004,0.026,0.943,,,
2021-22,C,28,,,Napa,,,All,All,SD,185,10.9,0.0,10.2,0.0,0.0,10.8,0.0,1.6,0.043,0.038,0.795,,,
2021-22,C,28,,,Napa,,,All,All,SE,193,14.7,5.5,9.2,0.0,0.0,3.1,0.0,3.6,0.021,0.067,0.845,,,
2021-22,C,28,,,Napa,,,All,All,SF,24,22.2,11.1,0.0,0.0,0.0,8.3,0.0,4.2,0,0.125,0.75,,,
2021-22,C,28,,,Napa,,,All,All,SH,107,29.9,10.4,11.7,0.0,0.0,0.9,0.0,4.7,0.084,0.14,0.72,,,
2021-22,C,28,,,Napa,,,All,All,SM,132,36.4,22.3,19.0,0.0,0.0,1.5,0.0,1.5,0.008,0.045,0.917,,,
2021-22,C,28,,,Napa,,,All,All,SS,1034,35.0,16.1,18.5,0.0,0.0,1.4,0.0,1.9,0.018,0.04,0.909,,,
2021-22,C,28,,,Napa,,,All,All,TA,1717,49.0,20.1,28.7,0.2,0.0,1.2,0.0,1.5,0.011,0.034,0.927,,,
2021-22,C,29,,,Nevada,,,All,All,GF,931,29.7,5.9,16.9,0.5,0.0,0.3,0.1,0.0,0.017,0.478,0.495,,,
2021-22,C,29,,,Nevada,,,All,All,GM,733,30.0,3.5,14.8,0.4,0.0,1.0,0.3,0.5,0.085,0.348,0.546,,,
2021-22,C,29,,,Nevada,,,All,All,GX,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-22,C,29,,,Nevada,,,All,All,RA,13,33.3,16.7,33.3,0.0,0.0,0.0,0.0,0.0,0,0.538,0.462,,,
2021-22,C,29,,,Nevada,,,All,All,RB,36,23.1,7.7,7.7,0.0,0.0,0.0,0.0,0.0,0.111,0.528,0.361,,,
2021-22,C,29,,,Nevada,,,All,All,RD,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-22,C,29,,,Nevada,,,All,All,RF,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-22,C,29,,,Nevada,,,All,All,RH,883,9.3,0.9,2.7,0.0,0.0,0.2,0.0,0.0,0.06,0.682,0.256,,,
2021-22,C,29,,,Nevada,,,All,All,RI,15,38.5,15.4,15.4,0.0,0.0,6.7,0.0,0.0,0.067,0,0.867,,,
2021-22,C,29,,,Nevada,,,All,All,RP,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-22,C,29,,,Nevada,,,All,All,RT,63,36.5,5.8,21.2,1.6,0.0,0.0,0.0,0.0,0.032,0.127,0.825,,,
2021-22,C,29,,,Nevada,,,All,All,RW,644,38.1,5.9,21.1,1.1,0.0,1.1,0.5,0.6,0.026,0.096,0.845,,,
2021-22,C,29,,,Nevada,,,All,All,SD,166,5.6,0.0,2.8,0.6,0.0,6.0,0.0,1.2,0.163,0.114,0.645,,,
2021-22,C,29,,,Nevada,,,All,All,SE,673,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.022,0.796,0.178,,,
2021-22,C,29,,,Nevada,,,All,All,SF,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263,0.368,0.368,,,
2021-22,C,29,,,Nevada,,,All,All,SH,108,3.6,1.8,5.4,0.0,0.0,0.9,0.9,0.0,0.148,0.315,0.519,,,
2021-22,C,29,,,Nevada,,,All,All,SM,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-22,C,29,,,Nevada,,,All,All,SS,1317,17.9,3.1,8.1,0.4,0.0,0.5,0.2,0.3,0.055,0.516,0.415,,,
2021-22,C,29,,,Nevada,,,All,All,TA,1666,29.9,4.8,16.0,0.5,0.0,0.6,0.2,0.2,0.047,0.42,0.518,,,
2021-22,C,30,,,Orange,,,All,All,GF,19558,62.5,21.9,39.0,0.3,0.0,0.8,0.1,0.2,0.013,0.03,0.944,,,
2021-22,C,30,,,Orange,,,All,All,GM,20548,52.0,13.3,30.8,0.2,0.0,1.6,0.1,0.3,0.022,0.049,0.906,,,
2021-22,C,30,,,Orange,,,All,All,GX,41,45.9,8.1,27.0,0.0,0.0,0.0,0.0,0.0,0.049,0.049,0.902,,,
2021-22,C,30,,,Orange,,,All,All,RA,7139,81.2,27.6,61.2,0.4,0.0,1.0,0.1,0.1,0.004,0.02,0.961,,,
2021-22,C,30,,,Orange,,,All,All,RB,535,48.2,8.2,21.4,0.2,0.0,1.5,0.2,0.4,0.028,0.065,0.884,,,
2021-22,C,30,,,Orange,,,All,All,RD,255,54.5,12.2,30.0,1.2,0.0,1.2,0.0,0.4,0.051,0.086,0.835,,,
2021-22,C,30,,,Orange,,,All,All,RF,938,71.3,18.0,42.6,0.2,0.0,1.4,0.1,0.3,0.005,0.014,0.961,,,
2021-22,C,30,,,Orange,,,All,All,RH,19046,42.4,15.1,21.8,0.0,0.0,1.4,0.1,0.3,0.027,0.055,0.9,,,
2021-22,C,30,,,Orange,,,All,All,RI,82,49.3,13.7,19.2,0.0,0.0,3.7,0.0,0.0,0,0.073,0.89,,,
2021-22,C,30,,,Orange,,,All,All,RP,115,44.2,7.7,13.5,0.0,0.0,1.7,0.0,0.9,0.017,0.052,0.904,,,
2021-22,C,30,,,Orange,,,All,All,RT,1427,66.3,18.0,41.2,0.8,0.0,0.9,0.1,0.2,0.011,0.03,0.939,,,
2021-22,C,30,,,Orange,,,All,All,RW,10610,64.2,15.6,38.7,0.5,0.0,1.1,0.1,0.2,0.01,0.029,0.942,,,
2021-22,C,30,,,Orange,,,All,All,SD,4565,17.1,1.8,11.8,0.1,0.0,10.6,0.1,0.2,0.049,0.067,0.775,,,
2021-22,C,30,,,Orange,,,All,All,SE,6337,26.0,5.3,15.2,0.0,0.0,2.8,0.0,0.6,0.041,0.106,0.818,,,
2021-22,C,30,,,Orange,,,All,All,SF,268,20.4,4.3,11.3,0.0,0.0,4.1,0.0,0.7,0.104,0.153,0.694,,,
2021-22,C,30,,,Orange,,,All,All,SH,3419,32.0,12.1,18.5,0.0,0.0,1.7,0.1,0.4,0.061,0.088,0.829,,,
2021-22,C,30,,,Orange,,,All,All,SM,56,30.0,16.0,34.0,0.0,0.0,0.0,0.0,1.8,0.036,0.054,0.893,,,
2021-22,C,30,,,Orange,,,All,All,SS,23739,45.7,14.1,26.4,0.2,0.0,1.4,0.1,0.3,0.025,0.053,0.901,,,
2021-22,C,30,,,Orange,,,All,All,TA,40147,57.2,17.6,34.9,0.3,0.0,1.2,0.1,0.2,0.018,0.04,0.924,,,
2021-22,C,31,,,Placer,,,All,All,GF,3007,69.3,20.0,39.8,0.3,0.0,0.8,0.4,0.1,0.016,0.036,0.933,,,
2021-22,C,31,,,Placer,,,All,All,GM,3207,58.4,11.2,29.4,0.2,0.0,1.3,0.2,0.2,0.023,0.059,0.9,,,
2021-22,C,31,,,Placer,,,All,All,GX,14,38.5,7.7,38.5,0.0,0.0,0.0,0.0,0.0,0,0.071,0.929,,,
2021-22,C,31,,,Placer,,,All,All,RA,494,82.1,21.3,52.3,0.0,0.0,0.2,0.2,0.0,0.01,0.026,0.96,,,
2021-22,C,31,,,Placer,,,All,All,RB,147,48.1,7.8,18.6,0.7,0.0,2.0,0.0,0.0,0.02,0.075,0.878,,,
2021-22,C,31,,,Placer,,,All,All,RD,91,63.4,15.9,31.7,0.0,0.0,1.1,2.2,0.0,0.044,0.022,0.901,,,
2021-22,C,31,,,Placer,,,All,All,RF,195,75.7,22.1,48.6,0.0,0.0,3.6,0.5,0.0,0.01,0.021,0.928,,,
2021-22,C,31,,,Placer,,,All,All,RH,1244,50.6,19.1,24.1,0.2,0.0,1.4,0.2,0.2,0.038,0.072,0.871,,,
2021-22,C,31,,,Placer,,,All,All,RI,54,44.0,14.0,18.0,0.0,0.0,0.0,0.0,0.0,0.037,0.037,0.926,,,
2021-22,C,31,,,Placer,,,All,All,RP,31,33.3,4.2,4.2,0.0,0.0,9.7,0.0,0.0,0.032,0.097,0.774,,,
2021-22,C,31,,,Placer,,,All,All,RT,323,61.3,8.8,33.0,0.6,0.0,1.5,0.3,0.0,0.019,0.037,0.92,,,
2021-22,C,31,,,Placer,,,All,All,RW,3649,66.0,14.2,36.0,0.2,0.0,0.7,0.3,0.1,0.015,0.044,0.928,,,
2021-22,C,31,,,Placer,,,All,All,SD,679,22.3,2.0,7.5,0.1,0.0,9.4,0.0,0.3,0.084,0.091,0.726,,,
2021-22,C,31,,,Placer,,,All,All,SE,282,28.3,11.8,16.0,0.0,0.0,3.2,0.7,0.7,0.06,0.142,0.752,,,
2021-22,C,31,,,Placer,,,All,All,SF,40,25.8,6.5,16.1,2.5,0.0,2.5,0.0,0.0,0.075,0.1,0.775,,,
2021-22,C,31,,,Placer,,,All,All,SH,199,30.5,6.4,14.9,0.0,0.0,2.5,0.0,0.5,0.065,0.196,0.709,,,
2021-22,C,31,,,Placer,,,All,All,SM,12,54.5,45.5,45.5,0.0,0.0,0.0,0.0,0.0,0,0.083,0.917,,,
2021-22,C,31,,,Placer,,,All,All,SS,2259,45.9,12.1,23.3,0.4,0.0,1.9,0.1,0.3,0.038,0.09,0.847,,,
2021-22,C,31,,,Placer,,,All,All,TA,6228,63.7,15.5,34.6,0.2,0.0,1.0,0.3,0.1,0.02,0.048,0.916,,,
2021-22,C,32,,,Plumas,,,All,All,GF,90,34.8,0.0,0.0,0.0,0.0,1.1,0.0,1.1,0.011,0.233,0.733,,,
2021-22,C,32,,,Plumas,,,All,All,GM,89,16.9,0.0,0.0,0.0,0.0,3.4,0.0,3.4,0,0.202,0.73,,,
2021-22,C,32,,,Plumas,,,All,All,GX,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-22,C,32,,,Plumas,,,All,All,RA,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-22,C,32,,,Plumas,,,All,All,RB,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-22,C,32,,,Plumas,,,All,All,RD,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-22,C,32,,,Plumas,,,All,All,RF,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-22,C,32,,,Plumas,,,All,All,RH,29,30.4,0.0,0.0,0.0,0.0,6.9,0.0,0.0,0,0.138,0.793,,,
2021-22,C,32,,,Plumas,,,All,All,RI,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-22,C,32,,,Plumas,,,All,All,RP,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-22,C,32,,,Plumas,,,All,All,RT,15,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.2,0.8,,,
2021-22,C,32,,,Plumas,,,All,All,RW,121,23.6,0.0,0.0,0.0,0.0,0.8,0.0,3.3,0.008,0.215,0.736,,,
2021-22,C,32,,,Plumas,,,All,All,SD,23,0.0,0.0,0.0,0.0,0.0,17.4,0.0,8.7,0.043,0.348,0.348,,,
2021-22,C,32,,,Plumas,,,All,All,SE,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-22,C,32,,,Plumas,,,All,All,SF,0,0,0,0,0,0,0,0,0,0,0,0,,,
2021-22,C,32,,,Plumas,,,All,All,SH,23,9.1,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0,0.435,0.478,,,
2021-22,C,32,,,Plumas,,,All,All,SS,125,18.7,0.0,0.0,0.0,0.0,2.4,0.0,3.2,0.008,0.208,0.728,,,
2021-22,C,32,,,Plumas,,,All,All,TA,180,25.8,0.0,0.0,0.0,0.0,2.2,0.0,2.2,0.006,0.217,0.733,,,
2021-22,C,33,,,Riverside,,,All,All,GF,16480,55.0,11.0,27.8,0.1,0.1,0.7,0.0,0.3,0.012,0.031,0.945,,,
2021-22,C,33,,,Riverside,,,All,All,GM,17292,40.6,5.6,18.5,0.1,0.1,1.1,0.0,0.7,0.022,0.057,0.901,,,
2021-22,C,33,,,Riverside,,,All,All,GX,19,26.3,5.3,21.1,0.0,0.0,0.0,0.0,0.0,0,0,1,,,
2021-22,C,33,,,Riverside,,,All,All,RA,1192,75.7,11.4,52.1,0.8,0.0,0.7,0.1,0.1,0.015,0.01,0.959,,,
2021-22,C,33,,,Riverside,,,All,All,RB,1989,43.4,2.1,15.2,0.1,0.1,1.6,0.0,0.4,0.026,0.051,0.902,,,
2021-22,C,33,,,Riverside,,,All,All,RD,174,45.8,3.2,14.2,0.6,0.0,1.1,0.0,1.1,0.029,0.052,0.891,,,
2021-22,C,33,,,Riverside,,,All,All,RF,789,76.3,9.3,48.3,0.0,0.0,0.8,0.0,0.1,0.013,0.01,0.968,,,
2021-22,C,33,,,Riverside,,,All,All,RH,21905,42.3,9.7,18.0,0.0,0.1,0.8,0.0,0.6,0.018,0.05,0.917,,,
2021-22,C,33,,,Riverside,,,All,All,RI,171,33.6,5.5,17.1,0.0,0.0,2.3,0.0,0.6,0.012,0.105,0.854,,,
2021-22,C,33,,,Riverside,,,All,All,RP,124,38.5,2.6,23.9,0.0,0.0,0.8,0.0,0.0,0.016,0.032,0.944,,,
2021-22,C,33,,,Riverside,,,All,All,RT,1073,57.5,6.6,31.6,0.2,0.0,0.7,0.0,0.3,0.019,0.032,0.938,,,
2021-22,C,33,,,Riverside,,,All,All,RW,6374,57.7,5.3,33.1,0.3,0.1,1.1,0.0,0.5,0.013,0.033,0.935,,,
2021-22,C,33,,,Riverside,,,All,All,SD,4527,14.1,0.9,7.8,0.0,0.1,6.6,0.0,0.6,0.066,0.065,0.795,,,
2021-22,C,33,,,Riverside,,,All,All,SE,4513,20.5,3.8,7.9,0.0,0.0,1.6,0.0,1.3,0.044,0.101,0.826,,,
2021-22,C,33,,,Riverside,,,All,All,SF,401,12.5,2.4,4.5,0.0,0.0,1.5,0.0,1.0,0.06,0.195,0.721,,,
2021-22,C,33,,,Riverside,,,All,All,SH,2520,30.0,5.7,11.8,0.1,0.2,0.9,0.0,1.1,0.032,0.103,0.843,,,
2021-22,C,33,,,Riverside,,,All,All,SM,210,26.9,8.1,12.9,0.0,0.5,1.9,0.0,2.4,0.014,0.052,0.886,,,
2021-22,C,33,,,Riverside,,,All,All,SS,26226,41.5,8.4,17.9,0.1,0.1,0.9,0.0,0.6,0.02,0.052,0.912,,,
2021-22,C,33,,,Riverside,,,All,All,TA,33791,47.8,8.3,23.2,0.1,0.1,0.9,0.0,0.5,0.017,0.044,0.922,,,
2021-22,C,34,,,Sacramento,,,All,All,GF,9981,51.4,12.3,35.5,0.1,0.0,0.5,0.0,0.2,0.04,0.091,0.861,,,
2021-22,C,34,,,Sacramento,,,All,All,GM,10189,40.7,6.2,26.2,0.2,0.0,1.1,0.1,0.3,0.059,0.105,0.82,,,
